array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
CARISMA,ANNA,Ann Arbor,4.241700E+01,2.760980E+02,5.337409E+01,3.490322E+02,-6.158936E+00,2.809643E+00,5.898067E+00,1.810193E+01
CARISMA,BACK,Back Lake,5.770700E+01,2.657940E+02,6.763286E+01,3.328535E+02,-5.557795E-01,6.905567E+00,6.976649E+00,1.702335E+01
CARISMA,CONT,Contwoyto,6.575400E+01,2.487500E+02,7.301346E+01,3.036578E+02,2.077799E+01,1.171648E+01,8.923027E+00,1.507697E+01
CARISMA,DAWS,Dawson City,6.404800E+01,2.208900E+02,6.595811E+01,2.731589E+02,2.522061E+01,6.024881E+00,1.095629E+01,1.304371E+01
CARISMA,ESKI,Eskimo Point,6.110600E+01,2.659500E+02,7.083837E+01,3.324267E+02,-2.491897E+00,9.281806E+00,7.005103E+00,1.699490E+01
CARISMA,FCHP,Fort Chipewyan,5.876900E+01,2.488940E+02,6.642394E+01,3.078022E+02,1.745679E+01,6.251058E+00,8.646736E+00,1.535326E+01
CARISMA,FCHU,Fort Churchill,5.876300E+01,2.659200E+02,6.863862E+01,3.328641E+02,-1.184165E+00,7.537080E+00,6.975939E+00,1.702406E+01
CARISMA,FSIM,Fort Simpson,6.175600E+01,2.387700E+02,6.737061E+01,2.935021E+02,2.404346E+01,6.754608E+00,9.600070E+00,1.439993E+01
CARISMA,FSMI,Fort Smith,6.001700E+01,2.480500E+02,6.747346E+01,3.061193E+02,1.856772E+01,6.813183E+00,8.758930E+00,1.524107E+01
CARISMA,GILL,Gillam,5.637600E+01,2.653600E+02,6.633826E+01,3.323978E+02,4.837479E-01,6.208450E+00,7.007026E+00,1.699297E+01
CARISMA,GULL,Gull Lake,5.006100E+01,2.517390E+02,5.843463E+01,3.143233E+02,1.305303E+01,3.649343E+00,8.211995E+00,1.578801E+01
CARISMA,ISLL,Island Lake,5.385600E+01,2.653400E+02,6.393404E+01,3.327292E+02,1.226080E+00,5.179275E+00,6.984930E+00,1.701507E+01
CARISMA,LGRR,Little Grand Rapids,5.203500E+01,2.645370E+02,6.211714E+01,3.317611E+02,2.478792E+00,4.572246E+00,7.049476E+00,1.695052E+01
