array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
CARISMA,ANNA,Ann Arbor,4.241700E+01,2.760980E+02,5.330936E+01,3.491389E+02,-6.219496E+00,2.801126E+00,5.898476E+00,1.810152E+01
CARISMA,BACK,Back Lake,5.770700E+01,2.657940E+02,6.757435E+01,3.330019E+02,-6.813425E-01,6.871425E+00,6.974278E+00,1.702572E+01
CARISMA,CONT,Contwoyto,6.575400E+01,2.487500E+02,7.297938E+01,3.038978E+02,2.017916E+01,1.167098E+01,8.914552E+00,1.508545E+01
CARISMA,DAWS,Dawson City,6.404800E+01,2.208900E+02,6.595658E+01,2.733419E+02,2.483884E+01,6.024161E+00,1.095161E+01,1.304839E+01
CARISMA,ESKI,Eskimo Point,6.110600E+01,2.659500E+02,7.077836E+01,3.325884E+02,-2.609006E+00,9.226117E+00,7.001846E+00,1.699815E+01
CARISMA,FCHP,Fort Chipewyan,5.876900E+01,2.488940E+02,6.638949E+01,3.079808E+02,1.711389E+01,6.233873E+00,8.642352E+00,1.535765E+01
CARISMA,FCHU,Fort Churchill,5.876300E+01,2.659200E+02,6.857945E+01,3.330159E+02,-1.306460E+00,7.497444E+00,6.973342E+00,1.702666E+01
CARISMA,FSIM,Fort Simpson,6.175600E+01,2.387700E+02,6.734928E+01,2.936971E+02,2.361823E+01,6.742563E+00,9.594599E+00,1.440540E+01
CARISMA,FSMI,Fort Smith,6.001700E+01,2.480500E+02,6.743989E+01,3.063064E+02,1.818922E+01,6.793973E+00,8.753977E+00,1.524602E+01
CARISMA,GILL,Gillam,5.637600E+01,2.653600E+02,6.628107E+01,3.325431E+02,3.507423E-01,6.180270E+00,7.004863E+00,1.699514E+01
CARISMA,GULL,Gull Lake,5.006100E+01,2.517390E+02,5.840180E+01,3.144597E+02,1.285980E+01,3.642547E+00,8.210424E+00,1.578958E+01
CARISMA,ISLL,Island Lake,5.385600E+01,2.653400E+02,6.387851E+01,3.328675E+02,1.095450E+00,5.158815E+00,6.983235E+00,1.701677E+01
CARISMA,LGRR,Little Grand Rapids,5.203500E+01,2.645370E+02,6.206422E+01,3.318964E+02,2.341786E+00,4.556328E+00,7.047977E+00,1.695202E+01
CARISMA,MCMU,Fort McMurray,5.665700E+01,2.487900E+02,6.432932E+01,3.086635E+02,1.643697E+01,5.328773E+00,8.596834E+00,1.540317E+01
