array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
CARISMA,ANNA,Ann Arbor,4.241700E+01,2.760980E+02,5.177416E+01,3.513520E+02,-6.782787E+00,2.611871E+00,5.818121E+00,1.818188E+01
CARISMA,BACK,Back Lake,5.770700E+01,2.657940E+02,6.625479E+01,3.359011E+02,-9.369320E-01,6.167385E+00,6.848186E+00,1.715181E+01
CARISMA,CONT,Contwoyto,6.575400E+01,2.487500E+02,7.211917E+01,3.086964E+02,1.344924E+01,1.060755E+01,8.661830E+00,1.533817E+01
CARISMA,DAWS,Dawson City,6.404800E+01,2.208900E+02,6.584612E+01,2.773703E+02,1.759927E+01,5.972455E+00,1.075024E+01,1.324976E+01
CARISMA,ESKI,Eskimo Point,6.110600E+01,2.659500E+02,6.942331E+01,3.356784E+02,-2.078037E+00,8.095549E+00,6.863031E+00,1.713697E+01
CARISMA,FCHP,Fort Chipewyan,5.876900E+01,2.488940E+02,6.557965E+01,3.115969E+02,1.301292E+01,5.850600E+00,8.468464E+00,1.553154E+01
CARISMA,FCHU,Fort Churchill,5.876300E+01,2.659200E+02,6.724551E+01,3.359608E+02,-1.325627E+00,6.684438E+00,6.844204E+00,1.715580E+01
CARISMA,FSIM,Fort Simpson,6.175600E+01,2.387700E+02,6.680188E+01,2.977360E+02,1.756907E+01,6.444691E+00,9.392524E+00,1.460748E+01
CARISMA,FSMI,Fort Smith,6.001700E+01,2.480500E+02,6.663985E+01,3.100904E+02,1.364349E+01,6.360522E+00,8.568893E+00,1.543111E+01
CARISMA,GILL,Gillam,5.637600E+01,2.653600E+02,6.498972E+01,3.354076E+02,-2.365177E-01,5.594606E+00,6.881083E+00,1.711892E+01
CARISMA,GULL,Gull Lake,5.006100E+01,2.517390E+02,5.766400E+01,3.173100E+02,1.024016E+01,3.495280E+00,8.087592E+00,1.591241E+01
CARISMA,ISLL,Island Lake,5.385600E+01,2.653400E+02,6.262014E+01,3.356350E+02,1.867916E-01,4.728205E+00,6.865921E+00,1.713408E+01
CARISMA,LGRR,Little Grand Rapids,5.203500E+01,2.645370E+02,6.085991E+01,3.346375E+02,1.101181E+00,4.217326E+00,6.932420E+00,1.706758E+01
CARISMA,MCMU,Fort McMurray,5.665700E+01,2.487900E+02,6.355368E+01,3.120461E+02,1.278256E+01,5.041726E+00,8.438516E+00,1.556148E+01
CARISMA,MSTK,Ministik Lake,5.335100E+01,2.470260E+02,6.010958E+01,3.105917E+02,1.311513E+01,4.026648E+00,8.535476E+00,1.546452E+01
CARISMA,NORM,Norman Wells,6.525700E+01,2.333110E+02,6.922432E+01,2.896583E+02,1.883409E+01,7.947905E+00,9.931039E+00,1.406896E+01
CARISMA,OSAK,Osakis,4.587100E+01,2.649170E+02,5.502876E+01,3.356174E+02,1.199390E+00,3.043970E+00,6.867096E+00,1.713290E+01
CARISMA,OXFO,Oxford House,5.492900E+01,2.647130E+02,6.359906E+01,3.346121E+02,6.073263E-01,5.057823E+00,6.934116E+00,1.706588E+01
CARISMA,PINA,Pinawa,5.019900E+01,2.639600E+02,5.908737E+01,3.339706E+02,1.726507E+00,3.789043E+00,6.976885E+00,1.702311E+01
