array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
CARISMA,ANNA,Ann Arbor,4.241700E+01,2.760980E+02,5.356704E+01,3.487102E+02,-5.975983E+00,2.835307E+00,5.916789E+00,1.808321E+01
CARISMA,BACK,Back Lake,5.770700E+01,2.657940E+02,6.780730E+01,3.324038E+02,-1.683986E-01,7.008961E+00,7.003878E+00,1.699612E+01
CARISMA,CONT,Contwoyto,6.575400E+01,2.487500E+02,7.311383E+01,3.029323E+02,2.262721E+01,1.185206E+01,8.968644E+00,1.503136E+01
CARISMA,DAWS,Dawson City,6.404800E+01,2.208900E+02,6.596113E+01,2.726098E+02,2.636649E+01,6.026303E+00,1.099015E+01,1.300985E+01
CARISMA,ESKI,Eskimo Point,6.110600E+01,2.659500E+02,7.101730E+01,3.319357E+02,-2.126272E+00,9.451012E+00,7.035088E+00,1.696491E+01
CARISMA,FCHP,Fort Chipewyan,5.876900E+01,2.488940E+02,6.652575E+01,3.072634E+02,1.850013E+01,6.302300E+00,8.679908E+00,1.532009E+01
CARISMA,FCHU,Fort Churchill,5.876300E+01,2.659200E+02,6.881504E+01,3.324039E+02,-8.056051E-01,7.657239E+00,7.003872E+00,1.699613E+01
CARISMA,FSIM,Fort Simpson,6.175600E+01,2.387700E+02,6.743290E+01,2.929154E+02,2.533018E+01,6.789988E+00,9.636443E+00,1.436356E+01
CARISMA,FSMI,Fort Smith,6.001700E+01,2.480500E+02,6.757261E+01,3.055547E+02,1.972080E+01,6.870416E+00,8.793821E+00,1.520618E+01
CARISMA,GILL,Gillam,5.637600E+01,2.653600E+02,6.650868E+01,3.319580E+02,8.924741E-01,6.293663E+00,7.033602E+00,1.696640E+01
CARISMA,GULL,Gull Lake,5.006100E+01,2.517390E+02,5.853183E+01,3.139126E+02,1.363524E+01,3.669592E+00,8.236629E+00,1.576337E+01
CARISMA,ISLL,Island Lake,5.385600E+01,2.653400E+02,6.409950E+01,3.323111E+02,1.625161E+00,5.241018E+00,7.010058E+00,1.698994E+01
CARISMA,LGRR,Little Grand Rapids,5.203500E+01,2.645370E+02,6.227472E+01,3.313523E+02,2.895702E+00,4.620188E+00,7.073983E+00,1.692602E+01
CARISMA,MCMU,Fort McMurray,5.665700E+01,2.487900E+02,6.446188E+01,3.079976E+02,1.763150E+01,5.380476E+00,8.630959E+00,1.536904E+01
CARISMA,MSTK,Ministik Lake,5.335100E+01,2.470260E+02,6.089193E+01,3.069173E+02,1.731833E+01,4.225795E+00,8.702978E+00,1.529702E+01
CARISMA,NORM,Norman Wells,6.525700E+01,2.333110E+02,6.968131E+01,2.841857E+02,2.886098E+01,8.293473E+00,1.021842E+01,1.378158E+01
