array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
CARISMA,ANNA,Ann Arbor,4.241700E+01,2.760980E+02,5.414480E+01,3.475151E+02,-4.975088E+00,2.914688E+00,5.975925E+00,1.802407E+01
CARISMA,BACK,Back Lake,5.770700E+01,2.657940E+02,6.834802E+01,3.308413E+02,1.221310E+00,7.345525E+00,7.087512E+00,1.691249E+01
CARISMA,CONT,Contwoyto,6.575400E+01,2.487500E+02,7.341568E+01,3.004688E+02,2.819141E+01,1.227475E+01,9.112344E+00,1.488766E+01
CARISMA,DAWS,Dawson City,6.404800E+01,2.208900E+02,6.595994E+01,2.707143E+02,2.977103E+01,6.025744E+00,1.109598E+01,1.290402E+01
CARISMA,ESKI,Eskimo Point,6.110600E+01,2.659500E+02,7.157566E+01,3.302093E+02,-8.243544E-01,1.001111E+01,7.129648E+00,1.687035E+01
CARISMA,FCHP,Fort Chipewyan,5.876900E+01,2.488940E+02,6.684548E+01,3.054810E+02,2.155162E+01,6.467643E+00,8.778199E+00,1.522180E+01
CARISMA,FCHU,Fort Churchill,5.876300E+01,2.659200E+02,6.936331E+01,3.307983E+02,5.559218E-01,8.050578E+00,7.090381E+00,1.690962E+01
CARISMA,FSIM,Fort Simpson,6.175600E+01,2.387700E+02,6.762990E+01,2.909529E+02,2.906150E+01,6.903831E+00,9.746737E+00,1.425326E+01
CARISMA,FSMI,Fort Smith,6.001700E+01,2.480500E+02,6.788269E+01,3.036782E+02,2.310399E+01,7.054405E+00,8.898388E+00,1.510161E+01
CARISMA,GILL,Gillam,5.637600E+01,2.653600E+02,6.703474E+01,3.304395E+02,2.337929E+00,6.568795E+00,7.114301E+00,1.688570E+01
CARISMA,GULL,Gull Lake,5.006100E+01,2.517390E+02,5.883911E+01,3.126105E+02,1.524494E+01,3.734865E+00,8.302897E+00,1.569710E+01
CARISMA,ISLL,Island Lake,5.385600E+01,2.653400E+02,6.460578E+01,3.308789E+02,3.027323E+00,5.437527E+00,7.085006E+00,1.691499E+01
CARISMA,LGRR,Little Grand Rapids,5.203500E+01,2.645370E+02,6.275263E+01,3.299665E+02,4.313348E+00,4.770737E+00,7.145830E+00,1.685417E+01
CARISMA,MCMU,Fort McMurray,5.665700E+01,2.487900E+02,6.477629E+01,3.063602E+02,2.022477E+01,5.506398E+00,8.719583E+00,1.528042E+01
CARISMA,MSTK,Ministik Lake,5.335100E+01,2.470260E+02,6.117738E+01,3.054805E+02,1.936327E+01,4.302554E+00,8.778231E+00,1.522177E+01
CARISMA,NORM,Norman Wells,6.525700E+01,2.333110E+02,6.978945E+01,2.819775E+02,3.329264E+01,8.378705E+00,1.034510E+01,1.365490E+01
CARISMA,OSAK,Osakis,4.587100E+01,2.649170E+02,5.673924E+01,3.313112E+02,4.578206E+00,3.324493E+00,7.056186E+00,1.694381E+01
CARISMA,OXFO,Oxford House,5.492900E+01,2.647130E+02,6.557781E+01,3.297246E+02,3.596464E+00,5.849774E+00,7.161960E+00,1.683804E+01
CARISMA,PINA,Pinawa,5.019900E+01,2.639600E+02,6.089197E+01,3.293987E+02,5.141688E+00,4.225805E+00,7.183686E+00,1.681631E+01
CARISMA,POLS,Polson,4.766400E+01,2.457910E+02,5.525729E+01,3.059745E+02,1.727275E+01,3.079035E+00,8.745298E+00,1.525470E+01
CARISMA,RABB,Rabbit Lake,5.822200E+01,2.563200E+02,6.763270E+01,3.161271E+02,1.428891E+01,6.905473E+00,8.068457E+00,1.593154E+01
CARISMA,RANK,Rankin Inlet,6.282400E+01,2.678900E+02,7.333392E+01,3.330061E+02,-6.329798E+00,1.215799E+01,6.943192E+00,1.705681E+01
CARISMA,SACH,Sachs Harbour,7.198000E+01,2.347700E+02,7.625324E+01,2.748920E+02,4.225247E+01,1.770900E+01,1.081747E+01,1.318253E+01
CARISMA,TALO,Taloyoak,6.954000E+01,2.664500E+02,7.934101E+01,3.267937E+02,-1.563889E+01,2.922999E+01,7.357351E+00,1.664265E+01
CARISMA,THRF,Thief River Falls,4.802700E+01,2.636350E+02,5.871584E+01,3.292373E+02,5.607603E+00,3.708446E+00,7.194446E+00,1.680555E+01
CARISMA,VULC,Vulcan,5.036700E+01,2.470200E+02,5.821352E+01,3.065648E+02,1.790571E+01,3.603980E+00,8.705945E+00,1.529405E+01
CARISMA,WEYB,Weyburn,4.969300E+01,2.562000E+02,5.927162E+01,3.186011E+02,1.208110E+01,3.830111E+00,7.903525E+00,1.609647E+01
CARISMA,WGRY,Wells Gray,5.188300E+01,2.399740E+02,5.822268E+01,2.976156E+02,2.127891E+01,3.605839E+00,9.302561E+00,1.469744E+01
CANMOS,ALE,Alert,8.249700E+01,2.976470E+02,8.694585E+01,1.069119E+02,-7.300950E+01,3.522712E+02,2.201614E+01,1.983863E+00
CANMOS,BLC,Baker Lake,6.431800E+01,2.639880E+02,7.437685E+01,3.255976E+02,1.072581E+00,1.378791E+01,7.437093E+00,1.656291E+01
CANMOS,BRD,Brandon,4.987000E+01,2.600260E+02,6.004899E+01,3.238289E+02,8.939963E+00,4.011876E+00,7.555006E+00,1.644499E+01
CANMOS,CBB,Cambridge Bay,6.912300E+01,2.549690E+02,7.753584E+01,3.062161E+02,2.306974E+01,2.146747E+01,8.729195E+00,1.527080E+01
CANMOS,EUA,Eureka,8.000000E+01,2.741000E+02,8.880105E+01,3.158134E+02,-9.107322E+01,2.284071E+03,8.089369E+00,1.591063E+01
CANMOS,FCC,Fort Churchill,5.875900E+01,2.659120E+02,6.935879E+01,3.307863E+02,5.710338E-01,8.047207E+00,7.091181E+00,1.690882E+01
CANMOS,GLN,Glenlea,4.964500E+01,2.628800E+02,6.021602E+01,3.279215E+02,6.258849E+00,4.052817E+00,7.282165E+00,1.671783E+01
CANMOS,GWC,Great Whale River,5.530000E+01,2.822500E+02,6.638822E+01,3.576814E+02,-1.930987E+01,6.233240E+00,5.298170E+00,1.870183E+01
CANMOS,IQA,Iqaluit,6.375300E+01,2.914820E+02,7.344479E+01,1.451675E+01,-3.775465E+01,1.231674E+01,4.175816E+00,1.982418E+01
CANMOS,MBC,Mould Bay,7.631500E+01,2.406380E+02,8.094411E+01,2.700706E+02,5.302654E+01,4.036473E+01,1.113889E+01,1.286111E+01
CANMOS,MEA,Meanook,5.461600E+01,2.466530E+02,6.234933E+01,3.044994E+02,2.026430E+01,4.643175E+00,8.843639E+00,1.515636E+01
CANMOS,OTT,Ottawa,4.540300E+01,2.844480E+02,5.677746E+01,2.224376E-02,-1.366646E+01,3.331268E+00,5.142116E+00,1.885788E+01
CANMOS,PBQ,Poste de-la-Baleine,5.527700E+01,2.822550E+02,6.636613E+01,3.576871E+02,-1.929033E+01,6.222260E+00,5.297793E+00,1.870221E+01
CANMOS,RES,Resolute,7.469000E+01,2.651050E+02,8.368045E+01,3.159409E+02,-4.177661E+01,8.253447E+01,8.080876E+00,1.591912E+01
CANMOS,STJ,St. John's,4.759500E+01,3.073230E+02,5.471536E+01,3.106806E+01,-2.317059E+01,2.997004E+00,3.072395E+00,2.092761E+01
CANMOS,SNK,Sanikiluaq,5.650000E+01,2.808000E+02,6.759764E+01,3.554572E+02,-1.911675E+01,6.884982E+00,5.446452E+00,1.855355E+01
CANMOS,VIC,Victoria,4.852000E+01,2.365800E+02,5.412593E+01,2.951566E+02,2.024067E+01,2.912033E+00,9.466495E+00,1.453351E+01
CANMOS,WHS,Whiteshell,4.980000E+01,2.647500E+02,6.059134E+01,3.306071E+02,4.366040E+00,4.147385E+00,7.103129E+00,1.689687E+01
CANMOS,YKC,Yellowknife,6.248000E+01,2.455180E+02,6.973047E+01,2.987659E+02,2.701454E+01,8.332047E+00,9.225875E+00,1.477413E+01
AUTUMNX,FSJ,Fort St. John,5.623000E+01,2.392700E+02,6.236566E+01,2.948225E+02,2.426448E+01,4.648232E+00,9.488763E+00,1.451124E+01
AUTUMNX,AKUL,Akulivik,6.082000E+01,2.818500E+02,7.160338E+01,3.576355E+02,-2.630762E+01,1.004026E+01,5.301235E+00,1.869877E+01
AUTUMNX,ATHA,Athabasca,5.471400E+01,2.466860E+02,6.245252E+01,3.044998E+02,2.030429E+01,4.675279E+00,8.843613E+00,1.515639E+01
AUTUMNX,INUK,Inukjuak,5.847000E+01,2.819500E+02,6.939764E+01,3.575282E+02,-2.285064E+01,8.076263E+00,5.308389E+00,1.869161E+01
AUTUMNX,INUV,Inuvik,6.841300E+01,2.262300E+02,7.127500E+01,2.715437E+02,3.532821E+01,9.703289E+00,1.104069E+01,1.295931E+01
AUTUMNX,KJPK,Kuujjuarapik,5.528000E+01,2.822400E+02,6.636984E+01,3.576635E+02,-1.927846E+01,6.224100E+00,5.299367E+00,1.870063E+01
AUTUMNX,LARG,La,5.515800E+01,2.547390E+02,6.440578E+01,3.150139E+02,1.480958E+01,5.358499E+00,8.142671E+00,1.585733E+01
AUTUMNX,LETH,Lethbridge,4.963700E+01,2.471320E+02,5.750816E+01,3.069492E+02,1.753353E+01,3.465463E+00,8.680321E+00,1.531968E+01
AUTUMNX,PUVR,Puvirnituq,6.005000E+01,2.827100E+02,7.083491E+01,3.589888E+02,-2.595390E+01,9.278584E+00,5.211013E+00,1.878899E+01
AUTUMNX,RADI,Radisson,5.379000E+01,2.823800E+02,6.494672E+01,3.577370E+02,-1.791476E+01,5.576651E+00,5.294465E+00,1.870553E+01
AUTUMNX,REDR,Red,5.214300E+01,2.461610E+02,5.980338E+01,3.048686E+02,1.915668E+01,3.952917E+00,8.819028E+00,1.518097E+01
AUTUMNX,ROTH,Priddis,5.087300E+01,2.456980E+02,5.844472E+01,3.047703E+02,1.873321E+01,3.651435E+00,8.825582E+00,1.517442E+01
AUTUMNX,SALU,Salluit,6.220000E+01,2.843500E+02,7.272743E+01,2.133328E+00,-3.111334E+01,1.134299E+01,5.001377E+00,1.899862E+01
AUTUMNX,SCHF,Schefferville,5.480000E+01,2.931900E+02,6.474638E+01,1.432789E+01,-2.638928E+01,5.494216E+00,4.188406E+00,1.981159E+01
AUTUMNX,SEPT,Spet-Iles,5.022000E+01,2.937300E+02,6.024902E+01,1.415215E+01,-2.266187E+01,4.060986E+00,4.200122E+00,1.979988E+01
AUTUMNX,STFL,Saint-Felicien,4.865000E+01,2.875500E+02,5.959861E+01,4.989117E+00,-1.803545E+01,3.904856E+00,4.810991E+00,1.918901E+01
AUTUMNX,VLDR,Val-d'Or,4.805000E+01,2.822200E+02,5.946832E+01,3.569610E+02,-1.331779E+01,3.874783E+00,5.346196E+00,1.865380E+01
DTU,AMK,Tasiilaq,6.560000E+01,3.223700E+02,6.971286E+01,5.493735E+01,-3.130899E+01,8.318198E+00,1.481109E+00,2.251889E+01
DTU,ATU,Attu,6.793000E+01,3.064300E+02,7.495232E+01,3.933249E+01,-4.209872E+01,1.483592E+01,2.521433E+00,2.147857E+01
DTU,BFE,Brorfelde,5.562500E+01,1.167200E+01,5.217198E+01,8.997271E+01,-5.185838E-01,2.658664E+00,2.314542E+01,8.545818E-01
DTU,DMH,Danmarkshavn,7.677000E+01,3.413700E+02,7.724766E+01,8.797697E+01,-2.642316E+01,2.052337E+01,2.327847E+01,7.215319E-01
DTU,FHB,Paamiut,6.200000E+01,3.103200E+02,6.854407E+01,3.955935E+01,-3.355644E+01,7.473899E+00,2.506309E+00,2.149369E+01
DTU,GDH,Qeqertarsuaq,6.925000E+01,3.064700E+02,7.616477E+01,4.085052E+01,-4.388664E+01,1.748758E+01,2.420231E+00,2.157977E+01
DTU,GHB,Nuuk,6.417000E+01,3.082700E+02,7.105491E+01,3.848213E+01,-3.664525E+01,9.487191E+00,2.578124E+00,2.142188E+01
DTU,HOV,Faroe Islands,6.150000E+01,3.532400E+02,6.033848E+01,7.819957E+01,-1.070721E+01,4.083275E+00,2.393029E+01,6.970578E-02
DTU,KUV,Kullorsuaq,7.457000E+01,3.028200E+02,8.148529E+01,4.552986E+01,-5.403285E+01,4.561471E+01,2.108275E+00,2.189173E+01
DTU,NAQ,Narsarsuaq,6.116000E+01,3.145600E+02,6.684155E+01,4.385307E+01,-3.115162E+01,6.465571E+00,2.220061E+00,2.177994E+01
DTU,NRD,Nord,8.160000E+01,3.433300E+02,8.084461E+01,1.068763E+02,-2.844541E+01,3.949947E+01,2.201851E+01,1.981490E+00
DTU,NRSQ,Narsarsuaq,6.116200E+01,3.145580E+02,6.684397E+01,4.385200E+01,-3.115424E+01,6.466847E+00,2.220132E+00,2.177987E+01
DTU,ROE,Romo,5.517200E+01,8.550000E+00,5.184357E+01,8.726107E+01,-1.739693E+00,2.619927E+00,2.332619E+01,6.738053E-01
