array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
CARISMA,ANNA,Ann Arbor,4.241700E+01,2.760980E+02,5.401807E+01,3.478912E+02,-5.282597E+00,2.896942E+00,5.960208E+00,1.803979E+01
CARISMA,BACK,Back Lake,5.770700E+01,2.657940E+02,6.822813E+01,3.312989E+02,8.753432E-01,7.268728E+00,7.066358E+00,1.693364E+01
CARISMA,CONT,Contwoyto,6.575400E+01,2.487500E+02,7.335610E+01,3.011332E+02,2.690620E+01,1.218949E+01,9.077404E+00,1.492260E+01
CARISMA,DAWS,Dawson City,6.404800E+01,2.208900E+02,6.597262E+01,2.712282E+02,2.905047E+01,6.031728E+00,1.107107E+01,1.292893E+01
CARISMA,ESKI,Eskimo Point,6.110600E+01,2.659500E+02,7.145105E+01,3.307128E+02,-1.160356E+00,9.881719E+00,7.105430E+00,1.689457E+01
CARISMA,FCHP,Fort Chipewyan,5.876900E+01,2.488940E+02,6.677928E+01,3.059724E+02,2.084463E+01,6.432847E+00,8.754794E+00,1.524521E+01
CARISMA,FCHU,Fort Churchill,5.876300E+01,2.659200E+02,6.924138E+01,3.312682E+02,2.132890E-01,7.960400E+00,7.068405E+00,1.693160E+01
CARISMA,FSIM,Fort Simpson,6.175600E+01,2.387700E+02,6.759343E+01,2.914852E+02,2.820730E+01,6.882530E+00,9.720605E+00,1.427940E+01
CARISMA,FSMI,Fort Smith,6.001700E+01,2.480500E+02,6.781909E+01,3.041932E+02,2.231631E+01,7.016035E+00,8.873404E+00,1.512660E+01
CARISMA,GILL,Gillam,5.637600E+01,2.653600E+02,6.691877E+01,3.308838E+02,1.983678E+00,6.506519E+00,7.094034E+00,1.690597E+01
CARISMA,GULL,Gull Lake,5.006100E+01,2.517390E+02,5.877568E+01,3.129766E+02,1.491620E+01,3.721233E+00,8.287848E+00,1.571215E+01
CARISMA,ISLL,Island Lake,5.385600E+01,2.653400E+02,6.449532E+01,3.312990E+02,2.689158E+00,5.393648E+00,7.066354E+00,1.693365E+01
CARISMA,LGRR,Little Grand Rapids,5.203500E+01,2.645370E+02,6.264977E+01,3.303719E+02,3.978533E+00,4.737666E+00,7.128157E+00,1.687184E+01
CARISMA,MCMU,Fort McMurray,5.665700E+01,2.487900E+02,6.471085E+01,3.068137E+02,1.963454E+01,5.479798E+00,8.698705E+00,1.530129E+01
CARISMA,MSTK,Ministik Lake,5.335100E+01,2.470260E+02,6.111776E+01,3.058803E+02,1.891751E+01,4.286335E+00,8.760933E+00,1.523907E+01
CARISMA,NORM,Norman Wells,6.525700E+01,2.333110E+02,6.977609E+01,2.825676E+02,3.233347E+01,8.368099E+00,1.031511E+01,1.368489E+01
CARISMA,OSAK,Osakis,4.587100E+01,2.649170E+02,5.665517E+01,3.316761E+02,4.287861E+00,3.309676E+00,7.041215E+00,1.695879E+01
CARISMA,OXFO,Oxford House,5.492900E+01,2.647130E+02,6.546715E+01,3.301556E+02,3.237635E+00,5.800351E+00,7.142579E+00,1.685742E+01
CARISMA,PINA,Pinawa,5.019900E+01,2.639600E+02,6.079649E+01,3.297896E+02,4.819754E+00,4.200636E+00,7.166982E+00,1.683302E+01
CARISMA,POLS,Polson,4.766400E+01,2.457910E+02,5.520546E+01,3.063003E+02,1.701009E+01,3.071021E+00,8.732930E+00,1.526707E+01
CARISMA,RABB,Rabbit Lake,5.822200E+01,2.563200E+02,6.754481E+01,3.166121E+02,1.367450E+01,6.854289E+00,8.045477E+00,1.595452E+01
CARISMA,RANK,Rankin Inlet,6.282400E+01,2.678900E+02,7.320107E+01,3.335228E+02,-6.471245E+00,1.197188E+01,6.918097E+00,1.708190E+01
CARISMA,SACH,Sachs Harbour,7.198000E+01,2.347700E+02,7.626125E+01,2.756941E+02,4.088777E+01,1.772927E+01,1.077334E+01,1.322666E+01
CARISMA,TALO,Taloyoak,6.954000E+01,2.664500E+02,7.921695E+01,3.275381E+02,-1.530533E+01,2.856902E+01,7.317080E+00,1.668292E+01
CARISMA,THRF,Thief River Falls,4.802700E+01,2.636350E+02,5.862851E+01,3.296122E+02,5.304995E+00,3.689920E+00,7.178806E+00,1.682119E+01
CARISMA,VULC,Vulcan,5.036700E+01,2.470200E+02,5.815692E+01,3.069248E+02,1.756586E+01,3.592519E+00,8.691296E+00,1.530870E+01
CARISMA,WEYB,Weyburn,4.969300E+01,2.562000E+02,5.919999E+01,3.189733E+02,1.175953E+01,3.814057E+00,7.888066E+00,1.611193E+01
CARISMA,WGRY,Wells Gray,5.188300E+01,2.399740E+02,5.817382E+01,2.979849E+02,2.087428E+01,3.595936E+00,9.287294E+00,1.471271E+01
CANMOS,ALE,Alert,8.249700E+01,2.976470E+02,8.697333E+01,1.042883E+02,-7.174823E+01,3.586904E+02,2.220040E+01,1.799602E+00
CANMOS,BLC,Baker Lake,6.431800E+01,2.639880E+02,7.425839E+01,3.261818E+02,5.707448E-01,1.358632E+01,7.407500E+00,1.659250E+01
CANMOS,BRD,Brandon,4.987000E+01,2.600260E+02,5.996698E+01,3.242110E+02,8.613896E+00,3.992028E+00,7.538883E+00,1.646112E+01
CANMOS,CBB,Cambridge Bay,6.912300E+01,2.549690E+02,7.745996E+01,3.070266E+02,2.128233E+01,2.121254E+01,8.684510E+00,1.531549E+01
CANMOS,EUA,Eureka,8.000000E+01,2.741000E+02,8.869731E+01,3.211880E+02,-8.833603E+01,1.934822E+03,7.740418E+00,1.625958E+01
CANMOS,FCC,Fort Churchill,5.875900E+01,2.659120E+02,6.923690E+01,3.312562E+02,2.280343E-01,7.957114E+00,7.069206E+00,1.693079E+01
CANMOS,GLN,Glenlea,4.964500E+01,2.628800E+02,6.012592E+01,3.283068E+02,5.939454E+00,4.030647E+00,7.265835E+00,1.673416E+01
CANMOS,GWC,Great Whale River,5.530000E+01,2.822500E+02,6.620874E+01,3.580052E+02,-1.906958E+01,6.144916E+00,5.285942E+00,1.871406E+01
CANMOS,IQA,Iqaluit,6.375300E+01,2.914820E+02,7.325707E+01,1.464150E+01,-3.670761E+01,1.204979E+01,4.176852E+00,1.982315E+01
CANMOS,MBC,Mould Bay,7.631500E+01,2.406380E+02,8.096366E+01,2.711936E+02,5.070335E+01,4.053813E+01,1.107338E+01,1.292662E+01
